169,labname,homebank_id,aclew_id,child_level_id,sharing_environment,lab_internal_subject_id,age_mo_round,age,age_exact,child_sex,language,lang_percent,corpus_narrow,corpus,std_mat_ed,mat_ed,fat_ed,std_length_of_recording,length_of_recording,household_size,premature,region,ses_details,,,
321,ROW,,4302,C066,N,C066,27,27m;9d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
322,ROW,,5746,C066,N,C066,32,31m;22d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,917,15:17:22,3,N,Northwest England,NA,,,
323,ROW,,2803,C067,N,C067,11,11m;9d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
324,ROW,,8152,C067,N,C067,16,15m;17d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
325,ROW,,7973,C067,N,C067,19,19m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,959,15:59:03,4,N,Northwest England,NA,,,
326,ROW,,9018,C067,N,C067,21,21m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,15:59:46,4,N,Northwest England,NA,,,
327,ROW,,49,C067,N,C067,25,24m;24d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,946,15:45:34,4,N,Northwest England,NA,,,
328,ROW,,8617,C067,N,C067,27,27m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,847,14:06:57,4,N,Northwest England,NA,,,
329,ROW,,5752,C067,N,C067,30,30m;13d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,cd,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
330,ROW,,5674,C068,N,C068,11,11m;13d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
331,ROW,,2365,C068,N,C068,16,15m;21d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,723,12:02:39,3,N,Northwest England,NA,,,
332,ROW,,851,C068,N,C068,19,18m;27d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,3,N,Northwest England,NA,,,
333,ROW,,310,C068,N,C068,21,21m;3d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,831,13:51:18,3,N,Northwest England,NA,,,
334,ROW,,3881,C068,N,C068,24,24m;14d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,924,15:23:58,3,N,Northwest England,NA,,,
335,ROW,,1278,C068,N,C068,27,27m;12d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,928,15:27:51,3,N,Northwest England,NA,,,
336,ROW,,4603,C068,N,C068,30,30m;11d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,943,15:42:57,3,N,Northwest England,NA,,,
337,ROW,,2452,C076,N,C076,11,11m;1d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,738,12:17:51,4,N,Northwest England,NA,,,
338,ROW,,2657,C076,N,C076,16,15m;16d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,958,15:57:35,4,N,Northwest England,NA,,,
339,ROW,,2792,C076,N,C076,19,18m;27d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
340,ROW,,1294,C076,N,C076,22,21m;27d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
341,ROW,,9145,C076,N,C076,27,27m;8d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,ad,"Postgraduate/ Similar e.g (PGCE, PhD, MA etc)",University degree/ HND/HNC/NVQ Level4 or 5/ Similar;,960,16:00:00,4,N,Northwest England,NA,,,
342,ROW,,9033,C078,N,C078,11,11m;11d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
343,ROW,,9222,C078,N,C078,15,15m;5d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
344,ROW,,8185,C078,N,C078,19,18m;22d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
345,ROW,,6825,C078,N,C078,21,21m;11d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
346,ROW,,2127,C078,N,C078,25,24m;18d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
347,ROW,,3852,C078,N,C078,27,27m;10d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,960,16:00:00,3,N,Northwest England,NA,,,
348,ROW,,7085,C078,N,C078,31,31m;15d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,GCSE/O level/NVW Level 1 or 2/ similar;,882,14:42:09,3,N,Northwest England,NA,,,
349,ROW,,7798,C083,N,C083,11,11m;10d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
350,ROW,,5083,C083,N,C083,15,15m;8d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
351,ROW,,4820,C083,N,C083,18,18m;9d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
352,ROW,,3534,C083,N,C083,21,21m;7d,y,M,British English,100,LuCiD_Lang05,LuCiD_Lang05,sc,A Level/NVQ Level3/similar;,A Level/NVQ Level3/similar;,960,16:00:00,3,N,Northwest England,NA,,,
353,BER,,9803,1,N,01_06,6,6m;13d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
354,BER,,6047,3,N,03_06,6,6m;7d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
355,BER,,9369,4,N,04_06,6,6m;11d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,712,711.6,7,N,"Rochester, NY, USA",NA,,,
356,BER,,6265,6,N,06_06,6,6m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,682,681.6,3,N,"Rochester, NY, USA",NA,,,
357,BER,,4524,7,N,07_06,6,6m;12d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
358,BER,,3194,8,N,08_06,6,6m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
359,BER,,6661,9,N,09_06,6,6m;8d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
360,BER,,4572,10,N,10_06,6,6m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,719,719.1,4,N,"Rochester, NY, USA",NA,,,
361,BER,,2755,11,N,11_06,6,6m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,742,741.6,3,N,"Rochester, NY, USA",NA,,,
362,BER,,7563,12,N,12_06,6,6m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
363,BER,,8102,13,N,13_06,6,6m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,692,691.9,5,N,"Rochester, NY, USA",NA,,,
364,BER,,7462,14,N,14_06,6,6m;7d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
365,BER,,5480,15,N,15_06,6,6m;7d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
366,BER,,1596,16,N,16_06,6,6m;8d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
367,BER,,7137,17,N,17_06,6,6m;8d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
368,BER,,1805,18,N,18_06,6,6m;10d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,860,859.8,4,N,"Rochester, NY, USA",NA,,,
369,BER,,9244,19,N,19_06,6,6m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,715,714.6,3,N,"Rochester, NY, USA",NA,,,
370,BER,,1416,20,N,20_06,6,6m;9d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
371,BER,,980,21,N,21_06,6,6m;8d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,854,854.4,3,N,"Rochester, NY, USA",NA,,,
372,BER,,5092,22,N,22_06,6,6m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,877,877.2,3,N,"Rochester, NY, USA",NA,,,
373,BER,,2242,23,N,23_06,6,6m;8d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
374,BER,,6249,25,N,25_06,6,6m;5d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,766,766.2,3,N,"Rochester, NY, USA",NA,,,
375,BER,,5849,26,N,26_06,6,6m;8d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
376,BER,,1620,27,N,27_06,6,6m;9d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
377,BER,,6402,28,N,28_06,6,6m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,725,725.4,3,N,"Rochester, NY, USA",NA,,,
378,BER,,8742,29,N,29_06,6,6m;10d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,845,844.8,3,N,"Rochester, NY, USA",NA,,,
379,BER,,5454,30,N,30_06,6,6m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
380,BER,,3135,31,N,31_06,6,6m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
381,BER,,4698,32,N,32_06,6,6m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
382,BER,,532,33,N,33_06,6,6m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,800,800.4,3,N,"Rochester, NY, USA",NA,,,
383,BER,,4536,34,N,34_06,6,6m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
384,BER,,3149,35,N,35_06,6,6m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,707,707.4,3,N,"Rochester, NY, USA",NA,,,
385,BER,,547,36,N,36_06,6,6m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,673,672.6,6,N,"Rochester, NY, USA",NA,,,
386,BER,,5407,37,N,37_06,6,6m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
387,BER,,4071,38,N,38_06,6,6m;14d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,789,789.4,4,N,"Rochester, NY, USA",NA,,,
388,BER,,1550,39,N,39_06,6,6m;7d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,673,673.2,5,N,"Rochester, NY, USA",NA,,,
389,BER,,5604,40,N,40_06,6,6m;4d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,770,769.8,5,N,"Rochester, NY, USA",NA,,,
390,BER,,127,41,42,41_06,6,6m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
391,BER,,2231,42,41,42_06,6,6m;7d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
392,BER,,2795,43,N,43_06,6,6m;3d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,640,639.6,3,N,"Rochester, NY, USA",NA,,,
393,BER,,2798,44,N,44_06,6,6m;3d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,6,N,"Rochester, NY, USA",NA,,,
395,BER,,7041,46,N,46_06,6,6m;10d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,671,671.4,3,N,"Rochester, NY, USA",NA,,,
396,BER,,1227,1,N,01_07,7,7m;12d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
397,BER,,9061,2,N,02_06,7,6m;19d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
398,BER,,3483,2,N,02_07,7,7m;14d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
399,BER,,7780,3,N,03_07,7,7m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
400,BER,,8262,4,N,04_07,7,7m;4d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,745,745.2,7,N,"Rochester, NY, USA",NA,,,
401,BER,,4889,6,N,06_07,7,7m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
402,BER,,713,7,N,07_07,7,7m;2d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
403,BER,,3916,8,N,08_07,7,7m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
404,BER,,4180,9,N,09_07,7,7m;2d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,960,960,3,N,"Rochester, NY, USA",NA,,,
405,BER,,1575,10,N,10_07,7,7m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,774,773.5,4,N,"Rochester, NY, USA",NA,,,
406,BER,,6957,11,N,11_07,7,7m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,748,748.4,3,N,"Rochester, NY, USA",NA,,,
407,BER,,5980,12,N,12_07,7,7m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
408,BER,,3949,13,N,13_07,7,7m;8d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,721,720.7,5,N,"Rochester, NY, USA",NA,,,
409,BER,,6023,14,N,14_07,7,7m;1d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
410,BER,,7269,15,N,15_07,7,7m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
411,BER,,8246,16,N,16_07,7,7m;6d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
412,BER,,6267,17,N,17_07,7,7m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
413,BER,,8323,18,N,18_07,7,7m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,762,762,4,N,"Rochester, NY, USA",NA,,,
414,BER,,131,19,N,19_07,7,7m;3d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,656,655.8,3,N,"Rochester, NY, USA",NA,,,
415,BER,,6209,20,N,20_07,7,7m;6d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
416,BER,,8629,21,N,21_07,7,7m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,694,693.6,3,N,"Rochester, NY, USA",NA,,,
417,BER,,6968,22,N,22_07,7,7m;8d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,862,862.2,3,N,"Rochester, NY, USA",NA,,,
418,BER,,2882,23,N,23_07,7,7m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
419,BER,,2474,25,N,25_07,7,7m;10d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,690,690,3,N,"Rochester, NY, USA",NA,,,
420,BER,,1618,26,N,26_07,7,7m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
421,BER,,8993,27,N,27_07,7,7m;3d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
422,BER,,820,28,N,28_07,7,7m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,732,732,3,N,"Rochester, NY, USA",NA,,,
423,BER,,9770,29,N,29_07,7,7m;7d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,793,792.6,3,N,"Rochester, NY, USA",NA,,,
424,BER,,145,30,N,30_07,7,7m;8d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
425,BER,,4988,31,N,31_07,7,7m;4d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
426,BER,,7186,32,N,32_07,7,7m;9d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
427,BER,,7643,33,N,33_07,7,7m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,801,801,3,N,"Rochester, NY, USA",NA,,,
428,BER,,9411,34,N,34_07,7,7m;2d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
429,BER,,7066,35,N,35_07,7,7m;5d,Y,F,English,100,Seedlings,Seedlings,sc,sc,cd,707,707.4,3,N,"Rochester, NY, USA",NA,,,
430,BER,,5750,36,N,36_07,7,7m;1d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,784,784.2,6,N,"Rochester, NY, USA",NA,,,
431,BER,,4127,37,N,37_07,7,7m;0d,Y,M,English,100,Seedlings,Seedlings,cd,cd,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
432,BER,,9998,38,N,38_07,7,7m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,775,774.6,4,N,"Rochester, NY, USA",NA,,,
433,BER,,6495,39,N,39_07,7,7m;0d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,654,654,5,N,"Rochester, NY, USA",NA,,,
434,BER,,677,40,N,40_07,7,7m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
435,BER,,4886,41,42,41_07,7,7m;2d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
436,BER,,4503,42,41,42_07,7,7m;2d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
437,BER,,3663,43,N,43_07,7,7m;5d,Y,F,English,100,Seedlings,Seedlings,hs,hs,cd,908,907.8,3,N,"Rochester, NY, USA",NA,,,
438,BER,,3108,44,N,44_07,7,7m;7d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,662,661.8,6,N,"Rochester, NY, USA",NA,,,
439,BER,,1713,45,N,45_07,7,7m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,sc,635,634.8,5,N,"Rochester, NY, USA",NA,,,
440,BER,,5162,46,N,46_07,7,7m;5d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,643,642.6,3,N,"Rochester, NY, USA",NA,,,
441,BER,,673,2,N,02_08,8,8m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
442,BER,,9470,3,N,03_08,8,8m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
443,BER,,3895,4,N,04_08,8,8m;6d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,802,802.2,7,N,"Rochester, NY, USA",NA,,,
444,BER,,5034,6,N,06_08,8,8m;12d,Y,F,English,100,Seedlings,Seedlings,ad,ad,sc,744,744,3,N,"Rochester, NY, USA",NA,,,
445,BER,,8191,7,N,07_08,8,8m;6d,Y,M,English_German_Spanish,>75 English,Seedlings,Seedlings,ad,ad,ad,866,866.4,3,N,"Rochester, NY, USA",NA,,,
446,BER,,3777,8,N,08_08,8,8m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,960,960,3,N,"Rochester, NY, USA",NA,,,
447,BER,,5976,9,N,09_08,8,8m;6d,Y,M,English,100,Seedlings,Seedlings,cd,cd,unknown,708,708,3,N,"Rochester, NY, USA",NA,,,
448,BER,,3702,10,N,10_08,8,8m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
449,BER,,466,11,N,11_08,8,8m;7d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,732,732.3,3,N,"Rochester, NY, USA",NA,,,
450,BER,,1665,12,N,12_08,8,8m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,cd,960,960,3,N,"Rochester, NY, USA",NA,,,
451,BER,,9310,13,N,13_08,8,8m;9d,Y,M,English,100,Seedlings,Seedlings,ad,ad,ad,725,725.4,5,N,"Rochester, NY, USA",NA,,,
452,BER,,5430,14,N,14_08,8,8m;5d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,4,N,"Rochester, NY, USA",NA,,,
453,BER,,6433,15,N,15_08,8,8m;4d,Y,M,English,100,Seedlings,Seedlings,cd,cd,ad,960,960,5,N,"Rochester, NY, USA",NA,,,
454,BER,,774,16,N,16_08,8,8m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
455,BER,,3641,17,N,17_08,8,8m;5d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
456,BER,,990,18,N,18_08,8,8m;5d,Y,M,English,100,Seedlings,Seedlings,sc,sc,ad,782,781.8,4,N,"Rochester, NY, USA",NA,,,
457,BER,,5988,19,N,19_08,8,8m;4d,Y,F,English,100,Seedlings,Seedlings,cd,cd,ad,724,724.2,3,N,"Rochester, NY, USA",NA,,,
458,BER,,9756,20,N,20_08,8,8m;3d,Y,F,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
459,BER,,7448,21,N,21_08,8,8m;5d,Y,M,English,100,Seedlings,Seedlings,ad,ad,cd,768,768,3,N,"Rochester, NY, USA",NA,,,
460,BER,,9454,22,N,22_08,8,8m;6d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,844,844.2,3,N,"Rochester, NY, USA",NA,,,
461,BER,,9077,23,N,23_08,8,8m;3d,Y,M,English,100,Seedlings,Seedlings,sc,sc,sc,960,960,7,N,"Rochester, NY, USA",NA,,,
462,BER,,1537,25,N,25_08,8,8m;4d,Y,M,ASL_English_French,>75 English,Seedlings,Seedlings,cd,cd,cd,390,390,3,N,"Rochester, NY, USA",NA,,,
463,BER,,113,26,N,26_08,8,8m;7d,Y,M,English,100,Seedlings,Seedlings,sc,sc,hs,960,960,4,N,"Rochester, NY, USA",NA,,,
464,BER,,4301,27,N,27_08,8,8m;8d,Y,M,ASL_English,>75 English,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
465,BER,,5449,28,N,28_08,8,8m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,ad,678,678,3,N,"Rochester, NY, USA",NA,,,
466,BER,,6788,29,N,29_08,8,7m;29d,Y,F,English,100,Seedlings,Seedlings,cd,cd,cd,946,945.6,3,N,"Rochester, NY, USA",NA,,,
467,BER,,2902,30,N,30_08,8,8m;3d,Y,M,English,100,Seedlings,Seedlings,ad,ad,sc,960,960,3,N,"Rochester, NY, USA",NA,,,
468,BER,,9337,31,N,31_08,8,8m;3d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,4,N,"Rochester, NY, USA",NA,,,
469,BER,,7270,32,N,32_08,8,8m;6d,Y,F,English,100,Seedlings,Seedlings,ad,ad,cd,960,960,5,N,"Rochester, NY, USA",NA,,,
